fecha,dia,enviados_totales,cobrados_totales,vendidos_totales,devueltos_totales,suscripciones_totales,tiendas_conveniencia,tiendas_barrio,sectoristas,titulo,,,,,,,,,,,,
6/12/23,Monday,83618,81245,73514,7580,698,987,1438,80495,"IMPLICADAS EN TRES MUERTES. BUSCAN A CÃ“MPLICES DE MADRE E HIJA, ACUSADOS DE MACHETEAR Y BALEAR A FAMILIA",,,,,,,,,,,,
6/13/23,Tuesday,77533,75077,67108,7941,699,954,1430,74450,MUJER ES ASESINADA TRAS DEJAR HIJA EN ESCUELA LUEGO DE DESPEDIRSE LE DISPARARON,,,,,,,,,,,,
6/14/23,Wednesday,78099,75731,65222,9618,699,956,1436,75008,"LLUVIA DE BALAS. HOMBRE PERSEGUIDO POR OCUPANTES DE UNA MOTOCICLETA INTENTÃ“ REFUGIARSE, PERO MÃšLTIPLES DISPAROS LO ALCANZARON",,,,,,,,,,,,
6/15/23,Thursday,78234,75792,68052,7487,699,987,1437,75111,MASACRE ENTRE NARCOS. PLEITO POR DROGAS DEJA AL MENOS SEIS PERSONAS ACRIBILLADAS.,,,,,,,,,,,,
6/16/23,Friday,77467,73456,66013,7192,699,956,1430,74382,"LE PONE TRAMPA A SU AMIGA PARA QUE LA MATEN. MUJER ENTRETIENE A ADOLESCENTE, Y UN HOMBRE LE DISPARA CUANDO SALE A DEJARLA",,,,,,,,,,,,
6/17/23,Saturday,76616,74698,67237,7269,700,953,1337,73626,MUERE EN DISCUSIÃ“N CON SU ESPOSA. MUJER ENSANGRENTADA PIDE AYUDA LUEGO DE QUE SU PAREJA INTENTA ASESINARLA,,,,,,,,,,,,
6/18/23,Sunday,80246,78401,70354,7631,700,957,1209,77380,BRUTAL EMBOSCADA. COMANDO ARMADO EJECUTA A CUATRO PERSONAS,,,,,,,,,,,,
6/19/23,Monday,81818,79090,72937,6085,700,987,1433,78698,TRAGEDIAS EN DISCOTECAS. Ã³scar LÃ³pez se convierte en la quinta persona asesinada en un centro nocturno. En 2023 van tres ataque,,,,,,,,,,,,
6/20/23,Tuesday,76637,74297,67079,7170,700,954,1431,73552,,,,,,,,,,,,,
6/21/23,Wednesday,76986,74648,64994,9254,699,956,1425,73906,"SOBREVIVEN A 53 BALAZOS. Milagrosa mente, seis personas que viajaban en un vehÃ­culo salieron con vida tras una lluvia de tiros",,,,,,,,,,,,
6/22/23,Thursday,77797,75442,67390,7495,699,987,1425,74686,SE SALVAN DE MORIR ARRASTRADAS POR RIO. Hermanitas de 6 y 8 aÃ±os sobreviven luego de que el afluente arrasÃ³ con su casa,,,,,,,,,,,,
6/23/23,Friday,77510,73624,67262,6258,699,956,1423,74432,COMANDO ARMADO ASESINA DENTRO DE HOSPITAL. intentan rematar a sobrevivientes de ataque y en el proceso ultiman a dos visitantes,,,,,,,,,,,,
6/24/23,Saturday,77684,75784,69464,5953,699,958,1323,74704,"Â¡MAÃ‘ANA A VOTAR! PREPARAN PAPELETAS Y CENTROS DE VOTACIÃ“N, PARA RECIBIR A LOS GUATEMALTECOS",,,,,,,,,,,,
6/25/23,Sunday,80417,78656,70695,7685,699,960,1188,77570,"NUESTRO PODER DE ELEGIR. GUATEMALA VOTA HOY PARA PRESIDENTE, 340 ALCALDES Y 160 DIPUTADOS.",,,,,,,,,,,,
6/26/23,Monday,161803,159446,126999,31495,699,1974,2858,156272,TORRES Y ARÃ‰VALO ENCABEZAN CONTEO. A LA MEDIANOCHE ÃšNICAMENTE SE HABÃAN CONTABILIZADO EL 50 % DE LOS VOTOS,,,,,,,,,,,,
6/27/23,Tuesday,93658,91332,76480,11774,699,954,1421,90584,CHINAUTLA BAJO FUEGO. VECINOS MOLESTOS POR RESULTADO ELECTORAL QUEMAN PAPELETAS Y SE ENFRENTAN A LA PNC,,,,,,,,,,,,
6/28/23,Wednesday,82027,79682,72143,6736,699,956,1420,78952,"TRIUNFO DE ORO. GUATEMALA VENCE A CUBA EN MIAMI, EN EL ESTRENO DE LA COPA",,,,,,,,,,,,
6/29/23,Thursday,82271,79877,70773,7870,699,987,1422,79163,"RELÃMPAGOS Y ESTRUENDOS. RAYO CAE, ILUMINA Y ASUSTA A PEATONES EN ZONA 4. EN RETALHULEU, DOS ADULTOS Y DOS MENORES SUFRIERON",,,,,,,,,,,,
6/30/23,Friday,80152,76282,69477,6538,695,956,1423,77078,"INVADIDA DE PULGAS. CADÃVER DE MUJER FUE HALLADO DESNUDO, EN MEDIO DE UN NIDO DE BICHOS",,,,,,,,,,,,
7/1/23,Saturday,78316,76415,68701,7469,696,958,1318,75344,"4 CADÃVERES EN BASURERO. CUERPOS ESTABAN AMONTONADOS, ENSANGRENTADOS Y CON SEÃ‘ALES DE TORTURA",,,,,,,,,,,,
7/2/23,Sunday,80656,78813,72368,5409,696,960,1192,77808,SUSPENDEN RESULTADOS DE ELECCIONES. CORTE DE CONSTITUCIONALIDAD ORDENA QUE SE VUELVAN A REALIZAR AUDIENCIAS DE REVISIÃ“N Y NUEVO,,,,,,,,,,,,
7/3/23,Monday,83414,81096,74799,6004,696,987,1321,80410,TRAGEDIA EN LAS CAÃ‘AS. DOS MENORES Y CUATRO ADULTOS PERDIERON LA VIDA AL PARTIRSE LA CAMIONETA,,,,,,,,,,,,
7/4/23,Tuesday,79584,77267,70143,6882,696,954,1418,76516,"ROCA MORTAL. piedra se desprende, mata a chofer y a pasajero, y deja heridas dos mujeres",,,,,,,,,,,,
7/5/23,Wednesday,90471,88141,79824,7991,694,957,1419,87401,"SE INICIA REVISIÃ“N DE RESULTADOS. JUNTAS ELECTORALES CONTARON VOTOS, VERIFICARON IMPUGNACIONES Y COTEJARON ACTAS. AL MENOS TRES",,,,,,,,,,,,
7/6/23,Thursday,80208,77842,67110,9596,696,991,1421,77100,"EMOTIVA Y TRISTE DESPEDIDA. MAESTROS, COMPAÃ‘EROS DE LA ESCUELA, VECINOS Y FAMILIARES VELAN LOS RESTOS DE LAS HERMANITAS AHOGADAS",,,,,,,,,,,,
7/7/23,Friday,79762,75840,68530,7129,696,936,1423,76707,DEFIENDEN LA DEMOCRACIA. JUNTAS ELECTORALES FINALIZAN MANDATO DE LA CC Y CUSTODIARON LOS VOTOS,,,,,,,,,,,,
7/8/23,Saturday,78615,76665,70394,6066,696,938,1325,75656,MAESTRO MACHETEA A SU ESPOSA. VÃCTIMA ESTÃ GRAVE EN EL HOSPITAL.,,,,,,,,,,,,
7/9/23,Sunday,81529,79650,72638,6438,696,939,1194,78700,"ÃšLTIMO ENCUENTRO CON LIBNI. AL GRITO DE GOOOL Y APLAUSOS, LA FUTBOLISTA ASESINADA FUE SEPULTADA",,,,,,,,,,,,
7/10/23,Monday,85256,82189,73931,8035,696,966,1426,82168,"ACCIDENTES MORTALES. EN CINCO HORAS, EN RUTAS PRINCIPALES FALLECEN CUATRO PERSONAS Y SEIS QUEDAN HERIDAS",,,,,,,,,,,,
7/11/23,Tuesday,78590,76276,67285,8783,696,934,1425,75535,CAE ALCALDE POR VÃNCULOS CON EL NARCO. JEFE EDIL DE CUILAPA ES REQUERIDO POR ESTADOS UNIDOS,,,,,,,,,,,,
7/12/23,Wednesday,79281,76331,68168,7813,693,934,1424,76230,"PERDIERON TODO. DESPUÃ‰S DE LAS TORRENCIALES LLUVIAS, VECINOS DE LA COLONIA LA BARCA TRATAN DE RECUPERAR OBJETOS DE SUS VIVIENDAS",,,,,,,,,,,,
7/13/23,Thursday,84208,81788,73130,8310,693,963,1426,81126,TORRES Y ARÃ‰VALO A SEGUNDA VUELTA EL 20 DE AGOSTO,,,,,,,,,,,,
7/14/23,Friday,86487,82639,71262,11090,691,932,1424,83440,DEFIENDEN LA CONSTITUCIÃ“N. CC Y TSE RECHAZAN ORDEN DE JUEZ Y CONFIRMAN SEGUNDA VUELTA ENTRE SANDRA TORRES Y BERNARDO ARÃ‰VALO PAR,,,,,,,,,,,,
7/15/23,Saturday,80011,78065,70255,7562,691,935,1327,77058,MATA A SU ESPOSA E INTENTA DESCUARTIZARLA. HOMBRE SE SALVA DE SER LINCHADO,,,,,,,,,,,,
7/16/23,Sunday,83682,81791,74448,7036,691,935,1194,80862,"TERROR EN DESFILE HÃPICO. TRES MUERTOS, TRES HERIDOS Y CUATRO CAPTURADOS DEJA TIROTEO EN EXHIBICIÃ“N DE CABALLOS",,,,,,,,,,,,
7/17/23,Monday,87095,84720,76576,7654,691,959,1430,84015,70 ACCIDENTES EN 24 HORAS HOMBRE MUERE CARBONIZADO DESPUÃ‰S DE ESTRELLAR SU CARRO EN UNA PASARELA,,,,,,,,,,,,
7/18/23,Tuesday,80962,78582,68974,9530,689,931,1426,77916,MATANZA EN CÃRCEL. MIEMBROS DE LA BANDA â€œLOS CALAVERAâ€ FUERON ENCONTRADOS MUERTOS EN EL BOQ,,,,,,,,,,,,
7/19/23,Wednesday,81217,78845,69901,8755,687,936,1426,78168,SE ESCAPAN DE LA MUERTE. VÃ­ctimas de accidentes de trÃ¡nsito cuentan cÃ³mo sobre v i ven despuÃ©s de la tragedia,,,,,,,,,,,,
7/20/23,Thursday,82145,79783,71367,7996,683,952,1428,79082,RESCATE MORTAL. MATAN A BALAZOS A GUARDIAS DEL SISTEMA PENITENCIARIO DURANTE ESCAPE DE REO PELIGROSO,,,,,,,,,,,,
7/21/23,Friday,82102,78290,69660,8464,682,925,1426,79069,"COMANDO ATACA A ALCALDESA. GRUPO ARREMETE CON ARMAS DE GRUESO CALIBRE CONTRA ISEL SÃšÃ‘IGA, HIJA DEL â€œPOCHOâ€, MUERTO EN ESTADOS UN",,,,,,,,,,,,
7/22/23,Saturday,78840,76863,69826,6910,683,928,1325,75904,,,,,,,,,,,,,
7/23/23,Sunday,82125,80251,71068,8779,683,928,1192,79322,PRESIDIOS BAJO FUEGO. ACRIBILLAN A DIRECTOR DE LA CÃRCEL LOS JOCOTES,,,,,,,,,,,,
7/24/23,Monday,85726,83370,78093,5242,682,952,1424,82668,GUERRA CONTRA PRESIDIOS. EN MENOS DE UNA SEMANA HAN OCURRIDO CUATRO ATENTADOS MORTALES CONTRA DIRECTORES Y GUARDIAS DE LAS CÃRCE,,,,,,,,,,,,
7/25/23,Tuesday,79772,77408,70137,7266,680,924,1422,76746,MUERTE EN PREVENTIVO. POR SEGUNDO DÃA CONSECUTIVO SE PRODUCE UN ASESINATO EN EL CENTRO CARCELARIO. LE QUITAN LA VIDA AL HERMANO,,,,,,,,,,,,
7/26/23,Wednesday,78889,76505,71685,4820,678,925,1419,75867,"PRECIOS SUBEN EL DOBLE. AHORA, FAMILIAS GASTAN HASTA Q150 POR TIEMPO DE COMIDA. TAMBIÃ‰N EL COMBUSTIBLE ESTÃ AL ALZA",,,,,,,,,,,,
7/27/23,Thursday,82558,80167,65376,14004,678,954,1418,79508,ASESINAN A PRESTAMISTA COLOMBIANO. Hombre se encontraba cerca del mercado repartiendo tarjetas en las que ofrecÃ­a crÃ©ditos,,,,,,,,,,,,
7/28/23,Friday,82197,78329,69423,8753,676,930,1416,79175,GUATEMALA MOTORIZADA. Â¡FELICIDADES EN SU DÃA! EL 46 % DE LOS VEHÃCULOS EN ESTE PAÃS SON DE DOS RUEDAS. ENCUENTRA EN NUESTRA EDI,,,,,,,,,,,,
7/29/23,Saturday,78119,76051,68824,7217,675,933,1319,75192,LO SORPRENDEN INTENTANDO VIOLAR A MENOR. Padrastro de niÃ±a de 10 aÃ±os la lleva de com pras y la mete entre unos matorrales,,,,,,,,,,,,
7/30/23,Sunday,80238,78354,74082,4272,674,933,1186,77445,LOS MEROS MEROS DEL VOLANTE. Feliz dÃ­a del piloto para los transportistas que trasladan a los miles de guatemaltecos en todas la,,,,,,,,,,,,
7/31/23,Monday,84127,81753,79312,2441,674,957,1418,81078,DOS FALLECIDOS POR INTENSAS LLUVIAS. PERDIERON LA VIDA SOTERRADOS EN SU CASA,,,,,,,,,,,,
8/1/23,Tuesday,78685,76227,58028,16695,673,927,1416,75669,"ALDEA QUEDA BAJO EL AGUA. EL 80 % DE LA INFRAESTRUCTURA DE YULWITZ, SANTA CRUZ BARILLAS, RESULTÃ“ AFECTADA A CAUSA DE LAS FUERTES",,,,,,,,,,,,
8/2/23,Wednesday,79600,77246,67462,8845,673,928,1416,76583,ACRIBILLADO EN BARBERÃA. UN MENOR DE EDAD LE ACERTÃ“ VARIOS DISPAROS EN EL ROSTRO,,,,,,,,,,,,
8/3/23,Thursday,79579,77180,69528,7200,672,955,1419,76533,MARAS BUSCAN CONTROL DE INSTITUTOS. PANDILLEROS QUIEREN RECLUTAR A MENORES QUE ESTUDIAN EN POR LO MENOS SEIS ESTABLECIMIENTOS,,,,,,,,,,,,
8/4/23,Friday,79549,75672,68519,6947,666,924,1417,76542,COLAPSA RUTA AL PACÃFICO. NUEVO HUNDIMIENTO EN EL KILÃ“METRO 17.5 CAUSA EL CIERRE TOTAL DEL ÃREA Y GRANDES COMPLICACIONES DE TRÃN,,,,,,,,,,,,
8/5/23,Saturday,79115,77181,70030,6899,666,927,1322,76200,"COLOCARÃN PUENTE EN RUTA COLAPSADA. EL EJÃ‰RCITO EMPEZARÃ TRABAJOS EN EL HUNDIMIENTO, PARA HABILITAR EL PASO EN EL KM 17.5 AL PAC",,,,,,,,,,,,
8/6/23,Sunday,80720,78839,72472,6065,666,927,1187,77940,"CON ENGAÃ‘OS LO SACAN DE SU CASA. MOTOTAXISTA DIJO SÃ A UN VIAJE, PERO AL LLEGAR A LA DIRECCIÃ“N ENCONTRÃ“ LA MUERTE",,,,,,,,,,,,
8/7/23,Monday,84982,82625,76210,6346,666,951,1419,81946,"ACRIBILLAN A HIJO DEL EXFUTBOLISTA MONTEPEQUE, TRES FAMILIARES Y UN VENDEDOR QUEDAN HERIDOS",,,,,,,,,,,,
8/8/23,Tuesday,78302,75959,69240,6658,663,923,1415,75301,PUENTE SERVIRÃ SOLO PARA TRANSPORTE LIVIANO. paso provisional en el km 17.5 al PacÃ­fico serÃ¡ solo de dos carriles,,,,,,,,,,,,
8/9/23,Wednesday,79598,77121,65936,10228,660,924,1409,76605,MASACRADOS CERCA DEL MERCADO. VILLA NUEVA,,,,,,,,,,,,
8/10/23,Thursday,79001,76639,68893,7456,658,951,1408,75984,"CACERÃA CONTRA ASALTABUSES. MIENTRAS AUTORIDADES INSPECCIONAN CAMIONETAS DE RUTAS EXPRESS, DETIENEN Y GOLPEAN A DOS SUPUESTOS LA",,,,,,,,,,,,
8/11/23,Friday,80070,76209,67323,8314,658,924,1409,77079,"Â¡HASTA LA ÃšLTIMA CARCAJADA"" MUERE VELORIO. EL COMEDIANTE RAFAEL HERNÃNDEZ FALLECE A LOS 83 AÃ‘OS",,,,,,,,,,,,
8/12/23,Saturday,77426,75481,68152,7127,658,927,1314,74527,"ESPECTÃCULO HELADO. ALGUNOS OBSERVAN CON EMOCIÃ“N LOS CAMPOS TEÃ‘IDOS DE BLANCO POR LA CAÃDA DE GRANIZO, MIENTRAS OTROS SE ENTRIST",,,,,,,,,,,,
8/13/23,Sunday,79439,77568,70520,6611,658,927,1181,76673,"AUTOPISTA EN DETERIORO. A TRES MESES Y MEDIO DE QUE SE ELIMINÃ“ EL PEAJE, LA CARRETERA ESTÃ EN TOTAL ABANDONO Y SE INCREMENTAN LO",,,,,,,,,,,,
8/14/23,Monday,82832,80466,74595,5658,658,951,1411,79812,"IBAN A VER AL CRISTO NEGRO. PeregrinaciÃ³n de hermanos termina en tragedia, pues mueren en accidente de trÃ¡nsito",,,,,,,,,,,,
8/15/23,Tuesday,75104,72758,66702,5959,656,923,1323,72202,SE ENSARTA HIERRO EN INTENTO DE ROBO. Varilla se le incrusta en el glÃºteo y la espalda. sus cÃ³mplices lo dejan San Marco s aban,,,,,,,,,,,,
8/16/23,Wednesday,78773,76409,65981,9656,656,924,1403,75790,ASABA CARNE DE PITBULL. GUARDIA ARGUMENTA QUE DESTAZÃ“ A SU PERRA PORQUE COMÃA GATOS Y POLLOS,,,,,,,,,,,,
8/17/23,Thursday,78371,74867,66739,7655,657,947,1410,75357,VIOLAN Y ESTRANGULAN A NIÃ‘A MIGRANTE GUATEMALTECA. SU PADRE LA ENCONTRÃ“ TIRADA DEBAJO DE UNA CAMA AL REGRESAR DEL TRABAJO,,,,,,,,,,,,
8/18/23,Friday,77905,74067,66483,7359,657,920,1408,74920,DESNUTRICIÃ“N SIGUE EN AUMENTO. CADA MES HAY MÃS CASOS DE DEFICIENCIA NUTRICIONAL,,,,,,,,,,,,
8/19/23,Saturday,77162,75209,69464,5654,656,923,1315,74268,"LOS OJOS PUESTOS EN GUATEMALA. CIUDADANOS, COMUNIDAD INTERNACIONAL Y OBSERVADORES SIGUEN ATENTOS EL PROCESO ELECTORAL",,,,,,,,,,,,
8/20/23,Sunday,79336,77364,71946,4736,656,923,1182,76575,GUATEMALA ELIGE HOY AL NUEVO GOBERNANTE.,,,,,,,,,,,,
8/21/23,Monday,154735,152397,122601,28747,656,947,1410,151722,"BERNARDO, PRESIDENTE. ARÃ‰VALO HACE Â¡HISTORIA! GANA ELECCIÃ“N Y GOBERNARÃ GUATEMALA, TAL COMO LO HIZO SU PAPÃ, JUAN JOSÃ‰, DE 1945",,,,,,,,,,,,
8/22/23,Tuesday,85265,82885,72402,10443,657,917,1408,82283,"PREPARAN EQUIPO DE TRABAJO. el binomio presidencial electo, bernardo arÃ©valo y karin herrera, comienza su planificaciÃ³n laboral",,,,,,,,,,,,
8/23/23,Wednesday,78753,76321,65726,9800,658,918,1408,75769,VÃCTIMAS DE ASALTO. mueren acuchillados y a balazos. Ãšltimos casos: un hombre y una mujer que no querÃ­an entregar sus pertenenci,,,,,,,,,,,,
8/24/23,Thursday,79119,76749,68883,7209,654,945,1410,76110,Presidente electo cuenta a nuestro diario sobre las acciones que tomara cuando tome posesion,,,,,,,,,,,,
8/25/23,Friday,89442,85543,73987,10490,653,920,1408,86461,Descubren planes para asesinar a Arevalo. Revelan que agentes estatales y particulares querian matar al presidente electo.,,,,,,,,,,,,
8/26/23,Saturday,77613,75633,68925,6590,651,923,1309,74730,"Capturados por masacrar a familia. Agarran miembros de la MS, como responsables de acribillar a cinco personas en Barcena.",,,,,,,,,,,,
8/27/23,Sunday,80254,78375,70737,7213,651,923,1178,77502,Acribillan a Exdiputado. Milton hacia compras en un aserradero cuando hombres armados dieron muerte.,,,,,,,,,,,,
8/28/23,Monday,83336,80925,73952,6865,651,947,1405,80333,NUESTRO CAMPEON. Grijalva Roza La Gloria. Es cuarto en el mundial de atletismo por segundo aÃ±o consecutivo.,,,,,,,,,,,,
8/29/23,Tuesday,85430,83072,72570,10265,651,921,1403,82455,Oficializan como binomio electo a Bernardo Arevalo y Karin Herrera.,,,,,,,,,,,,
8/30/23,Wednesday,77501,74987,70441,4546,651,922,1391,74537,Fuerzas de Seguridad bajo ataque. Comando Armado atraviesa vehiculos y asesina a jefe y agente de la policia municipal de Ayutla,,,,,,,,,,,,
8/31/23,Thursday,77922,75537,73501,2036,651,948,1394,74929,Mas de 2 mil casos de dengue. En todos los departamentos se reportan brotes,,,,,,,,,,,,
9/1/23,Friday,78412,74601,54453,18946,651,918,1387,75456,Emergencia Nacional por dengue. Ministerio de Salud e instituciones se unen para combatir epidemia en todo el pais.,,,,,,,,,,,,
9/2/23,Saturday,76979,75060,67386,7421,651,924,1296,74108,"Matan a madre e hijo en velorio. Sicarios causan panico en vela de una vecina, en el barrio la Arenera.",,,,,,,,,,,,
9/3/23,Sunday,79695,77822,70622,6574,651,924,1170,76950,Miles marchan por la democracia.Manifestantes exigen renuncia de funcionarios y expresan su apoyo al binomio presidencial electo,,,,,,,,,,,,
9/4/23,Monday,82939,80583,74126,6350,651,948,1390,79950,Corredores invaden ciudad. Miles llenaron las calles de la capital durante la 21k.,,,,,,,,,,,,
9/5/23,Tuesday,76149,73696,65842,7821,649,922,1385,73193,"Intento salvar a su hijo de las balas.Hombre cubre a su pequeÃ±o de tres aÃ±os, pero ambos mueren.",,,,,,,,,,,,
9/6/23,Wednesday,77005,74576,64605,9200,647,923,1386,74049,Vapuleaban a Asaltabuses. Pasajeros se organizan para capturar y golpear a los ladrones que abordaron bus en la Roosevelt.,,,,,,,,,,,,
9/7/23,Thursday,87576,85229,71624,13218,647,950,1389,84590,Guerra de narcos se disputan en Ayutla. Autoridades refieren de grupos de Narcotraficantes de Mexico.,,,,,,,,,,,,
9/8/23,Friday,81115,77280,67258,9726,643,923,1380,78169,"Â¡Mi patria adorada! Con goles de Carlos Mejia y Pedro AltÃ¡n, Guatemala vence a El Salvador en la Liga de Naciones.",,,,,,,,,,,,
9/9/23,Saturday,76944,75015,67778,7138,643,926,1289,74086,"Vigilancia desde el aire. Patrullajes terrestres continuan, para proteger ciudad fronteriza de Ayutla.",,,,,,,,,,,,
9/10/23,Sunday,79559,77692,71346,6197,643,926,1164,76826,"EMBOSCADA MORTAL. Sicarios persiguen a hombre hasta gasolinera, y lo matan cuando intentaba ponerse a salvo.",,,,,,,,,,,,
9/11/23,Monday,93366,91001,78318,12654,643,950,1383,90390,CON EL CORAZON EN LA MANO. Gol de Oscar Santis evita derrota ante PanamÃ¡ y desata la locura de los fanÃ¡ticos de azul y blanco.,,,,,,,,,,,,
9/12/23,Tuesday,80369,78004,71800,6204,643,918,1375,77433,,,,,,,,,,,,,
9/13/23,Wednesday,79816,77458,62538,13244,643,919,1370,76884,"TransiciÃ³n detenida. El binomio electo suspende la transmisiÃ³n de poder y pide renuncia de funcionarios, por allanamientos.",,,,,,,,,,,,
9/14/23,Thursday,78116,75791,65575,9671,644,946,1363,75163,MP cuenta votos. Diversos sectores accionan en las cortes contra medidads de FECI.,,,,,,,,,,,,
9/15/23,Friday,70681,66924,58697,7791,644,919,1225,67893,"Festejos Patrios. Cientos de hombres, mujeres y niÃ±os, con antorcha en mano conmemoran los 202 aÃ±os de independencia.",,,,,,,,,,,,
9/16/23,Saturday,76743,74839,65959,7948,644,922,1271,73906,Derroche de Orgullo y TradiciÃ³n. Desfiles reviven el patriotismo en todo el paÃ­s.,,,,,,,,,,,,
9/17/23,Sunday,79983,78119,64321,13289,644,922,1148,77269,"Rojos de la AlegrÃ­a. Municipal terminÃ³ con el invicto antigÃ¼eÃ±o en el Apertura 2023, gracias al doblete del ""Flaco"".",,,,,,,,,,,,
9/18/23,Monday,83796,81436,71251,9911,644,946,1376,80830,Tristeza en el Motagua. Los 474 kilÃ³metros de largo son en su mayorÃ­a correntadas que trasladan millones de desechos.,,,,,,,,,,,,
9/19/23,Tuesday,76645,74287,64049,9507,644,918,1362,73721,,,,,,,,,,,,,
9/20/23,Wednesday,77586,75229,66621,8374,643,919,1362,74662,Buscaban casa y encuentran la muerte. Dos mujeres querÃ­an mudarse y alquilar una vivienda cuando un hombre las acribillÃ³.,,,,,,,,,,,,
9/21/23,Thursday,77821,75461,66735,8416,643,946,1362,74870,"Asesinado por negarse a ser pandillero. Menor de 15 aÃ±os fue sacado de su instituto con engaÃ±os, por una mujer.",,,,,,,,,,,,
9/22/23,Friday,76510,72690,65965,6336,643,920,1359,73588,"Sobreviven entre basura. Aldea el Quetzalito, con 400 habitantes, esta rodeada de toneladas de desechos.",,,,,,,,,,,,
9/23/23,Saturday,76433,74540,66096,8214,643,923,1267,73600,Abusa de alumnas en recreo. Maestro fue denunciado por estudiantes,,,,,,,,,,,,
9/24/23,Sunday,78504,76639,65930,10395,643,927,1151,75783,Peligro en la ruta. En lo que va del mes han ocurrido 34 accidentes en la cuesta de Villalobos.,,,,,,,,,,,,
9/25/23,Monday,81749,79396,70801,8439,643,945,1361,78800,,,,,,,,,,,,,
9/26/23,Tuesday,76630,74254,66842,7366,643,919,1362,73706,"Lluvia desata muerte. Rescatistas encuentran 5 cadÃ¡veres de 19 personas desaparecidas, luego de que correntada arrasaba.",,,,,,,,,,,,
9/27/23,Wednesday,75943,73567,64473,8635,644,920,1362,73017,Plegarias por los desaparecidos. Familiares claman por la recuperaciÃ³n de los restos de sus seres queridos.,,,,,,,,,,,,
9/28/23,Thursday,77346,74913,67107,7603,644,945,1361,74396,Entre la tragedia y las despedidas. En medio del Ãºltimo adiÃ³s a una de las vÃ­ctimas del deslave.,,,,,,,,,,,,
9/29/23,Friday,76386,72409,67304,5034,640,920,1358,73468,Crimen viaja sobre ruedas. Delicuentes drogan con dulces y agua a las vÃ­ctimas para asaltarlas y violarlas.,,,,,,,,,,,,
9/30/23,Saturday,75128,73170,69401,3769,639,923,1264,72302,57 mil deportados. 2023 podrÃ­a ser el aÃ±o con mayor nÃºmero de retornados,,,,,,,,,,,,
10/1/23,Sunday,77933,76019,62902,12647,639,927,1150,75217,Secuestran actas electorales.,,,,,,,,,,,,
10/2/23,Monday,80307,77918,69765,7924,639,945,1352,77371,"Con plegarias recuerdan a niÃ±os. Vecinos del asentamiento DIOS ES FIE, rinden homenaje a fallecidos y desparecidos en tragedia.",,,,,,,,,,,,
10/3/23,Tuesday,73774,71376,63528,7686,639,919,1342,70874,"ENGAÃ‘A A JUEZA Y SALE LIBRE. LÃDER DE LA â€œMSâ€ EVADE LA JUSTICIA, PRESENTANDO UNA IDENTIDAD FALSA",,,,,,,,,,,,
10/4/23,Wednesday,73811,71408,61482,7854,639,920,1333,70919,INTENTA ASALTAR Y LE DISPARAN. Mujer caminaba cuando hombre trata de arrebatarle su cartera,,,,,,,,,,,,
10/5/23,Thursday,71909,69727,62476,6476,640,945,1331,68993,BALAZOS DURANTE DISCUSIÃ“N DE PRESUPUESTO. ReuniÃ³n en el inte rio r del despacho del alcalde de Zacapa te rmina con detonaciones,,,,,,,,,,,,
10/6/23,Friday,70052,66449,53865,10961,638,920,1323,67171,"CORTE DE CONSTITUCIONALIDAD RESUELVE. cc dice que juez, CSJ y Mp pueden accionar, si tienen fundamentos, mientras sectores manif",,,,,,,,,,,,
10/7/23,Saturday,61204,59826,55117,4709,639,923,1238,58404,AUMENTAN MANIFESTACIONES EN DEFENSA DE VARIOS SECTORES SE SUMAN A LA SOLICITUD DE RENUNCIA DE AUTORIDADES LA DEMOCRACIA DEL MP.,,,,,,,,,,,,
10/8/23,Sunday,63797,62435,51735,10700,639,927,1126,61105,"ABARROTAN MERCADOS. GUATEMALTECOS TEMEN FALTA DE PRODUCTOS, LUEGO DE ANUNCIOS SOBRE POSIBLE CIERRE DE COMERCIOS",,,,,,,,,,,,
10/9/23,Monday,61680,59922,41550,18372,639,945,1325,58771,PROTESTAS CUMPLEN 8 DÃAS. Anunci an mÃ¡s cierres en c arreteras y comercios. Manifestantes exigen renunci as en el MP y defens a,,,,,,,,,,,,
10/10/23,Tuesday,49527,47898,37300,10598,640,921,1298,46668,"VANDALISMO EMPAÃ‘A MANIFESTACIONES PACÃFICAS. â€œGrupos infiltradosâ€ ejecutan actos de violencia con los que incitan a saqueos, obl",,,,,,,,,,,,
10/11/23,Wednesday,54093,52441,40698,11743,640,922,1298,51233,TURBA DEJA SIN AGUA A 10 ZONAS DE LA CAPITAL. fuerzas de seguridad se retiran y manifestantes toman control de planta que abaste,,,,,,,,,,,,
10/12/23,Thursday,56254,54571,47424,7147,640,930,1288,53396,ESCASEAN LOS ALIMENTOS Y GASOLINA POR BLOQUEOS. En Retalhuleu se acabÃ³ el combustible,,,,,,,,,,,,
10/13/23,Friday,58366,55158,48326,6832,640,907,1286,55533,Q13 MILLONES EN PÃ‰RDIDAS. PRODUCTORES Y AGRICULTORES HAN TIRADO A LA BASURA LA VERDURA QUE SE LES PUDRIÃ“ DEBIDO A LOS BLOQUEOS,,,,,,,,,,,,
10/14/23,Saturday,69758,68092,56813,7785,639,910,1205,67004,"CC ORDENA LIBERAR PRESA Y REESTABLECER EL AGUA. CIENTOS DE VECINOS SE QUEDAN SIN EL VITAL LÃQUIDO, Y MINISTERIO DE SALUD ASEGURA",,,,,,,,,,,,
