fecha,dia,enviados_totales,cobrados_totales,vendidos_totales,devueltos_totales,suscripciones_totales,tiendas_conveniencia,tiendas_barrio,sectoristas,titulo,,,,,,,,,,,,
10/2/22,Sunday,92641,90722,84656,5748,834,697,1311,89799,"LLORAN A MADRE E HIJA. FAMILIARES, VECINOS Y COMERCIANTES DIJERON HASTA PRONTO A VICTIMAS QUE, CON TODO Y CARRO FUERON TRAGADAS",,,,,,,,,,,,
10/3/22,Monday,102786,100326,89936,10283,841,812,1662,99471,"CINCO MUERTOS EN CANALITOS. VÃCTIMAS ESTABAN ENTERRADAS EN ZONA BOSCOSA. CINCO ""SALVATRUCHAS"" FUERON CAPTURADOS",,,,,,,,,,,,
10/4/22,Tuesday,93383,90941,80946,9957,834,763,1695,90091,"LOS QUEMAN VIVOS. RESIDENTES DE EL RODEO, ESCUINTLA VAPULEARON A DOS PRESUNTOS DELINCUENTES.",,,,,,,,,,,,
10/5/22,Wednesday,92761,90264,78513,11069,834,785,1662,89480,"MASACRE EN HOTEL. GRUPO ARMADO ACRIBILLA A UNAS SEIS PERSONAS, LOS CUERPOS QUEDAN EN LA PISCINA, CORREDORES Y OTRAS ÃREAS DEL HO",,,,,,,,,,,,
10/6/22,Thursday,95780,93304,86178,7037,834,852,1666,92428,,,,,,,,,,,,,
10/7/22,Friday,94091,88536,80066,8369,833,843,1674,90741,ALERTA POR LLEGADA DE CICLÃ“N. emiten alarma ante el avance de una formaciÃ³n tropical que podrÃ­a tocar el territorio nacional el,,,,,,,,,,,,
10/8/22,Saturday,92567,90442,82309,7754,836,881,1535,89315,"LA MATÃ“, LA ACUCHILLÃ“, LA FUEGÃ“. CON ESTAS PALABRAS, LA HIJA DE LUZ MARÃA, DE 3 AÃ‘OS, RECUERDA CÃ“MO ASESINARON A SU MAMÃ. EN LAS",,,,,,,,,,,,
10/9/22,Sunday,94801,92848,84157,8340,836,882,1330,91753,"JULIA, AL ACECHO. HuracÃ¡n cambia trayectoria hacia el sur de Guatemala",,,,,,,,,,,,
10/10/22,Monday,98969,96505,70805,24076,836,921,1679,95533,"JULIA CAUSA INUNDACIONES, Y AÃšN NO LLEGA AL PAÃS",,,,,,,,,,,,
10/11/22,Tuesday,86797,84367,76379,7874,836,877,1684,83400,JULIA DEJA 13 MUERTES. EL PASO DE LA TORMENTA CAUSA DERRUMBES Y RÃOS DESBORDADOS,,,,,,,,,,,,
10/12/22,Wednesday,92714,90238,76513,12716,835,879,1691,89309,"50 AÃ‘OS DE PRISIÃ“N. Jorge Zea es culpable de asesinar a su esposa, Luz MarÃ­a, y condenado a la pena mÃ¡xima",,,,,,,,,,,,
10/13/22,Thursday,94176,91696,82256,8972,834,919,1686,90737,"SERIOS DAÃ‘OS A LA AGRICULTURA. El paso de la tormenta Julia dejÃ³ varios cultivos destrozados, en especial en Alta Verapaz e Izab",,,,,,,,,,,,
10/14/22,Friday,93302,87678,77092,10112,835,880,1687,89900,LLEGA LA AYUDA. CIENTOS DE GUATEMALTECOS Y EMPRESAS PRIVADAS SE UNEN PARA LLEVAR ALIMENTOS A LAS COMUNIDADES AFECTADAS POR LA TO,,,,,,,,,,,,
10/15/22,Saturday,93730,91345,83338,7776,1042,882,1541,90265,FAMILIA MUERE MIENTRAS DUERME. MONÃ“XIDO DE CARBONO COBRA NUEVAMENTE LA VIDA DE 8 PERSONAS QUE SE INTOXICARON CON EL GAS DE UNA P,,,,,,,,,,,,
10/16/22,Sunday,94288,92112,82057,9563,1042,883,1330,91033,SE SALVAN DE MORIR SOTERRADOS. LOS OCUPANTES DE DOS VEHÃCULOS SE ESCAPAN DE PERECER DURANTE UN DERRUMBE EN LA RUTA INTERAMERICAN,,,,,,,,,,,,
10/17/22,Monday,99667,96208,88321,7726,1042,922,1685,96018,"DETIENEN CARAVANA. AUTORIDADES GUATEMALTECAS SE APOSTARON SOBRE EL PUENTE MOTAGUA, IMPIDIENDO QUE UNOS 300 MIGRANTES AVANZARAN R",,,,,,,,,,,,
10/18/22,Tuesday,92521,89811,81666,8083,1068,946,1683,88824,"REFUERAN FRONTERA. ANTE EL INGRESO DE UNA TERCERA CARAVANA DE MIGRANTES EN EL ÃREA LIMÃTROFE DE CORINTO, LAS AUTORIDADES COLOCAN",,,,,,,,,,,,
10/19/22,Wednesday,92312,89703,77160,11707,923,1023,1690,88676,"ARRIESGAN LA VIDA. MIGRANTES DESAFÃAN LA ALTURA SOBRE EL RÃO SUCHIATE, PARA LLEGAR A MÃ‰XICO. PAGAN Q10 POR PASAR COLGADOS EN UN",,,,,,,,,,,,
10/20/22,Thursday,91040,88530,79689,8620,893,1093,1529,87525,100 MIL AGRICULTORES PIERDEN SUS COSECHAS. EL INVIERNO Y LA TORMENTA JULIA DEJAN MÃS DE 19 MIL HECTÃREAS CON DAÃ‘OS EN CULTIVOS D,,,,,,,,,,,,
10/21/22,Friday,93983,88436,77159,10695,893,1054,1698,90338,CAEN VIOLADORES ABUSARON DE 35 VÃCTIMAS. USARON COMO FACHADA EL SERVICIO DE MOTOTAXI PARA ATRAER A MUJERES,,,,,,,,,,,,
10/22/22,Saturday,92231,90179,81269,8117,893,1056,1525,88757,"JAURÃA DE PERROS ATACA A NIÃ‘O. AL MENOS 15 ANIMALES SE LE LANZARON AL MENOR, CUANDO SE DIRIGÃA, JUNTO A SU PRIMO, A COSECHAR ALI",,,,,,,,,,,,
10/23/22,Sunday,94302,92274,84125,7771,893,1054,1324,91031,CAPTURAN A EMPLEADO DE BAR POR VIOLACIÃ“N. PNC DESCUBRE QUE TAMBIÃ‰N TIENE ANTECEDENTES DE AGRESIÃ“N CONTRA LA MUJER,,,,,,,,,,,,
10/24/22,Monday,98497,95956,88260,7561,893,1096,1672,94836,"NIÃ‘A MUERE POR EXTRACCIÃ“N DE DIENTE. SEGÃšN LOS PADRES, FUE POR SOBREDOSIS DE ANESTESIA",,,,,,,,,,,,
10/25/22,Tuesday,91426,88882,79511,9287,892,1051,1663,87820,REOS HACÃAN TÃšNEL PARA ESCAPAR. AUTORIDADES LOCALIZARON LA CONSTRUCCIÃ“N EN LA CÃRCEL DE PAVÃ“N. POR EL HECHO CONSIGNARON A CUATRO,,,,,,,,,,,,
10/26/22,Wednesday,91907,89350,76717,11790,898,1055,1666,88288,"COLGADO POR INTENTO DE ABUSO. MULTITUD RESPONDE A GRITOS DE AUXILIO DE UNA MUJER, QUE ACUSÃ“ AL SUJETO DE TRATAR DE VIOLARLA",,,,,,,,,,,,
10/27/22,Thursday,92586,90074,83068,6899,860,1134,1665,88927,ATACA EL CHUPACABRAS. VECINOS DE UNA COMUNIDAD DE SOLOLÃ ESTÃN ATEMORIZADOS POR LA PRESENCIA DE UN ANIMAL QUE ACABA CON SUS OVEJ,,,,,,,,,,,,
10/28/22,Friday,91828,86250,80339,5911,833,1095,1665,88235,MURALLA CONTRA CARAVANA. AUTORIDADES SE PREPARAN PARA DETENER A UNOS 20 MIL MIGRANTES QUE PODRÃAN INTENTAR CRUZAR LAS FRONTERAS,,,,,,,,,,,,
10/29/22,Saturday,91245,89164,78228,10353,834,1096,1513,87802,CRIMINALES ACECHAN HOSPITALES. NINGÃšN SECTOR ESTÃ LIBRE DEL ACOSO DE LOS DELINCUENTES,,,,,,,,,,,,
10/30/22,Sunday,93895,91952,86586,5273,834,1094,1316,90651,MATANZA EN TIQUISATE. CUATRO HOMBRES FUERON TIROTEADOS CUANDO FESTEJABAN UN CUMPLEAÃ‘OS. ES LA SEGUNDA MASACRE EN EL ÃREA EN MENO,,,,,,,,,,,,
10/31/22,Monday,97054,94572,89841,4726,834,1136,1670,93414,RESCATAN 14 MUJERES DE UN BAR. LAS OBLIGABAN A PROSTITUIRSE. CAPTURAN A TRABAJADORES Y DESCUBREN CUARTOS SECRETOS DETRÃS DE ESPE,,,,,,,,,,,,
11/1/22,Tuesday,81508,79118,65342,13339,833,1091,1497,78087,LOS DIFUNTOS PERDIDOS. ALGUNAS TUMBAS DE LOS FALLECIDOS POR COVID-19 SOLO CUENTAN CON NÃšMEROS,,,,,,,,,,,,
11/2/22,Wednesday,90438,87977,74454,12469,833,1093,1663,86849,,,,,,,,,,,,,
11/3/22,Thursday,90515,88041,77299,10588,833,1133,1675,86874,"LISA AZOTA CON VIENTOS Y LLUVIAS. LA TORMENTA TROPICAL HIZO SENTIR SU FURIA EN BELICE, DONDE DESPRENDIÃ“ LOS TECHOS DE LAS CASAS",,,,,,,,,,,,
11/4/22,Friday,90087,84490,75642,8657,833,1094,1673,86487,SALIÃ“ A BAILAR Y ENCUENTRA LA MUERTE. UN HOMBRE LLAMÃ“ A LOS PADRES DE UNA JOVEN Y LES CONTÃ“ QUE SU HIJA ESTABA FALLECIDA. AL LLE,,,,,,,,,,,,
11/5/22,Saturday,89318,87302,79530,7576,832,1099,1517,85870,MUERE PROTEGIENDO A SU BEBÃ‰. MUJER CAE DE MOTO Y LA ARROLLA CAMIÃ“N,,,,,,,,,,,,
11/6/22,Sunday,92675,90702,82564,7681,832,1097,1319,89427,"TRAGEDIA EN PULMAN. PILOTO NICARAGÃœENSE PERECE EN ATAQUE DIRECTO, LUEGO DE IGNORAR EL ALTO QUE LE HICIERON SICARIOS",,,,,,,,,,,,
11/7/22,Monday,96073,93573,85734,7780,832,1139,1677,92425,"INVESTIGAN SISMOS Y RETUMBOS. ANGUSTIA Y TEMOR EN CINCO ZONAS DE VILLA NUEVA. INSTRUMENTOS CONFIRMAN TEMBLORES, PERO NO TECTÃ“NIC",,,,,,,,,,,,
11/8/22,Tuesday,88667,85834,76622,9180,832,1094,1665,85076,AGUAS SUBTERRANEAS SOCAVAN VILLA NUEVA. GEÃ“LOGOS E INGENIEROS DESCUBREN LAS POSIBLES CAUSAS DE LOS RETUMBOS Y TEMBLORES EN TRES,,,,,,,,,,,,
11/9/22,Wednesday,89188,86695,72484,13069,832,1096,1659,85601,"TAXISTAS, GOLPEADOS POR LA DELINCUENCIA. LOS ATAQUES ESTÃN LIGADOS AL ACOSO DE PANDILLEROS, COBRO DE EXTORSIONES Y PROLIFERACIÃ“N",,,,,,,,,,,,
11/10/22,Thursday,89871,87391,77957,9138,833,1136,1659,86243,PRESO SE FUGA CUANDO IBA AL MÃ‰DICO. RECLUSO APROVECHÃ“ EL MOMENTO EN QUE ERA TRASLADADO A UNA CLÃNICA PARA DESARMAR AL CUSTODIO Y,,,,,,,,,,,,
11/11/22,Friday,92850,87287,76176,11059,835,1097,1661,89257,"BATALLA CONTRA SECUESTRADORES. EN 2022, LAS AUTORIDADES HAN DESARTICULADO 4 BANDAS Y CAPTURADO A 21 MALEANTES. AYER APRESARON A",,,,,,,,,,,,
11/12/22,Saturday,88783,86582,78634,7552,836,1104,1502,85341,ABUSADAS EN LA BÃšSQUEDA DEL SUEÃ‘O AMERICANO. SEIS DE CADA 10 MUJERES MIGRANTES SUFREN VIOLENCIA SEXUAL EN SU CAMINO A ESTADOS UN,,,,,,,,,,,,
11/13/22,Sunday,91512,89547,80807,8208,836,1102,1304,88270,RECIBE A BALAZOS A POLICÃAS. AGENTE SE EMBOLA EN SU DÃA DE DESCANSO Y DISPARA AL AIRE,,,,,,,,,,,,
11/14/22,Monday,116017,113533,98378,13947,836,1145,1662,112374,NAUFRAGIO EN ATITLÃN. EN SANTA CRUZ LA LAGUNA VOLCÃ“ UNA EMBARCACIÃ“N CON 22 PASAJEROS ENTRE ELLOS 18 INTEGRANTES DE UN EQUIPO DE,,,,,,,,,,,,
11/15/22,Tuesday,103958,101487,87359,14109,835,1099,1655,100369,TERROR EN BUS. PASAJEROS VIVIERON MOMENTOS DE ANGUSTIA CUANDO UNA PERSONA DISPARÃ“ CONTRA TRES ASALTANTES,,,,,,,,,,,,
11/16/22,Wednesday,101968,99482,79497,18449,834,1101,1659,98374,VIOLADA Y ASESINADA. VENDEDORA DE LOTERÃA TENÃA 28 AÃ‘OS DE RECORRER LOS CALLEJONES DE LA TERMINAL. APARECIÃ“ MUERTA EN EL SECTOR,,,,,,,,,,,,
11/17/22,Thursday,98469,95829,84943,8238,836,1142,1663,94828,MATA A SU ESPOSA CON UN HACHA CUANDO DORMIA. LE PROMETIÃ“ DEJAR LOS CELOS Y ELLA ACEPTÃ“. LUEGO LA ASESINA Y DESPUÃ‰S SE QUITA LA V,,,,,,,,,,,,
11/18/22,Friday,98285,92677,79933,10893,837,1104,1677,94667,PÃ‰RDIDAS MILLONARIAS. AUORIDADES INICIAN DESALOJO DE TRANSPORTISTAS QUE SUMAN TRES DÃAS BLOQUEANDO CAMINOS Y DAÃ‘ANDO LA ECONOMÃA,,,,,,,,,,,,
11/19/22,Saturday,89764,87748,79654,7748,837,1106,1488,86333,"VUELCA POR EVITAR BLOQUEOS. DEBIDO A LOS CIERRES DE LOS TRANSPORTISTAS, UN AUTOBÃšS SE ACCIDENTA EN RUTA ALTERNA, DEJANDO 23 PERS",,,,,,,,,,,,
11/20/22,Sunday,91671,89692,82271,7222,837,1104,1302,88428,GUATEMALA SE ILUMINA CON LA NAVIDAD. FAMILIAS CHAPINAS SE UNEN PARA PRESENCIAR LA INAUGURACIÃ“N DEL ÃRBOL GALLO Y EL ESPECTÃCULO,,,,,,,,,,,,
11/21/22,Monday,97219,94729,85790,8838,837,1147,1654,93581,"1,767 MUERTES POR ACCIDENTES DE TRÃNSITO. LA MAYORÃA DE VÃCTIMAS HAN SIDO JÃ“VENES ENTRE 20 Y 34 AÃ‘OS, DISTRAIDOS POR EL CELULAR,",,,,,,,,,,,,
11/22/22,Tuesday,95912,93426,83218,10148,837,1104,1677,92294,LOS RECIBEN A BALAZOS. DIEZ AGENTES DE LA PNC FUERON ATACADOS CON ARMA DE FUEGO POR UN GRUPO DE POBLADORES QUE INTIMIDABAN A OTR,,,,,,,,,,,,
11/23/22,Wednesday,95519,93015,79743,12007,836,1106,1680,91897,TRAILER CHOCA DOS VEHÃCULOS Y SE VA AL RIO. EL TRANSPORTE PESADO VOLCÃ“ AL FINAL DE LA CUESTA DE VILLALOBOS,,,,,,,,,,,,
11/24/22,Thursday,96549,94045,84433,9369,836,1145,1677,92891,CÃRCEL DE POR VIDA EN ESTADOS UNIDOS. EL GUATEMALTECO ERICK OTTONIEL OBANDO ES HALLADO CULPABLE DE MATAR A UN ARTISTA EN RICHMON,,,,,,,,,,,,
11/25/22,Friday,95031,89230,78770,10085,836,1105,1682,91408,CONGELAN PRECIOS EN LA TERMINAL. EL COMITÃ‰ DE VENDEDORES ASEGURA QUE NO SUBIRÃ EL COSTO DE LOS PRODUCTOS DE LA TEMPORADA NAVIDEÃ‘,,,,,,,,,,,,
11/26/22,Saturday,89763,87702,77356,10122,836,1107,1505,86315,MUERE INTENTANDO DEFENDER A PASAJEROS. USUARIO RECIBE BALAZOS DE TRES DELINCUENTES QUE IBAN A ASALTAR UN BUS P,,,,,,,,,,,,
11/27/22,Sunday,90943,88960,81857,7025,836,1105,1315,87687,"ENCUENTRAN Q.356 MIL DENTRO DE MAQUINITAS ILEGALES. NIÃ‘OS Y ADULTOS ESPERAN QUE LA ""SUERTE"" LES LLEGUE, MIENTRAS DUEÃ‘OS DE TRAGA",,,,,,,,,,,,
11/28/22,Monday,96327,93765,84452,9267,836,1148,1670,92673,ALERTA EN FRONTERA CON HONDURAS. SE IMPLEMENTA UN CERCO FRONTERIZO PARA EVITAR QUE PANDILLAS SE ESCONDAN EN NUESTRO PAÃS,,,,,,,,,,,,
11/29/22,Tuesday,94022,91438,84575,6863,837,1102,1702,90381,INVASION DE PANDILLAS EN LA MIRA. OPERATIVOS CONTRA MAREROS EN HONDURAS Y EL SALVADOR EMPUJAN A LA â€œMSâ€ Y â€œBARRIO 18â€ A DISPUTAR,,,,,,,,,,,,
11/30/22,Wednesday,93924,91305,88669,2636,837,1104,1703,90280,MUERE ASALTANDO EN LA ROOSEVELT. CONDUCTOR EVITA ATRACO Y MATA A LADRON DE OPERABA EN EL SECTOR JUNTO CON SU BANDA,,,,,,,,,,,,
12/1/22,Thursday,95983,93376,69748,21923,838,1145,1703,92297,MADRUGAN PARA CONSEGUIR ESPACIO EN LA ESCUELA. PADRES DE FAMILIA HACEN LARGAS FILAS PARA INSCRIBIR A SUS HIJOS EN EL CICLO ESCOL,,,,,,,,,,,,
12/2/22,Friday,94526,88934,79558,9045,840,1105,1696,90885,EXPLOTAN CAJERO AUTOMÃTICO. CRIMINALES ESTALLAN GRANADA PARA INTENTAR SUSTRAER DINERO,,,,,,,,,,,,
12/3/22,Saturday,89975,87707,78423,8909,840,1107,1493,86535,CAPTURAN A ENFERMERO TRABAJADOR DEL HOSPITAL ROOSEVELT ES ACUSADO DE ABUSAR SEXUALMENTE DE UNA POR VIOLACIÃ“N ADOLESCENTE DE 15 A,,,,,,,,,,,,
12/4/22,Sunday,91365,89337,81661,7570,840,1105,1301,88119,PAPA RECIBE NACIMIENTO GUATEMALTECO. PESEBRE ELABORADO POR ARTESANOS CHAPINES SE LUCIRÃ DURANTE TEMPORADA NAVIDEÃ‘A EN EL VATICAN,,,,,,,,,,,,
12/5/22,Monday,97230,94650,84321,9968,840,1148,1661,93581,"ACCIDENTES SE DISPARAN. CONVIVIOS Y ALTA VELOCIDAD HAN CAUSADO 61 PERCANCES DE TRÃNSITO EN EL ÃREA METROPOLITANA, EN CHIQUIMULA",,,,,,,,,,,,
12/6/22,Tuesday,93503,90830,82353,8424,839,1092,1686,89886,"ESCENA DEL TERROR. UNA PAREJA DE ESPOSOS Y SU HIJA, DE UNOS 3 AÃ‘OS, FUERON LOCALIZADOS MUERTOS A CAUSA DE HERIDAS DE ARMA BLANCA",,,,,,,,,,,,
12/7/22,Wednesday,93400,90744,80387,9526,839,1084,1686,89791,TEMPERATURAS BAJO CERO. LOS CAMPOS EN EL OCCIDENTE DEL PAÃS REGISTRAN HELADAS QUE AMENAZAN LOS CULTIVOS,,,,,,,,,,,,
12/8/22,Thursday,96495,93895,85524,8018,839,1115,1683,92858,16 AÃ‘OS DE PRISIÃ“N. TRIBUNAL ENCUENTRA CULPABLES A OTTO PÃ‰REZ Y A ROXANA BALDETTI DE DOS DELITOS EN EL CASO â€œLA LÃNEAâ€ Y LES IMP,,,,,,,,,,,,
12/9/22,Friday,91264,85395,74894,10120,838,1066,1678,87682,HALLAN CUERPO EN TONEL. RECIPIENTE SE CAE Y SE DESPLAZA 300 METROS. EN SU RECORRIDO VA DEJANDO RESTOS HUMANOS,,,,,,,,,,,,
12/10/22,Saturday,89571,87441,79158,8096,841,1068,1488,86174,EXPLOTA Y MUERE CALCINADO. PILOTO DE PIPA PIERDE LA VIDA ENTRE LAS LLAMAS CAUSADAS POR EL DERRAME DE COMBUSTIBLE,,,,,,,,,,,,
12/11/22,Sunday,92326,89359,82047,7187,838,1066,1292,89130,LE DISPARAN CON FUSIL UN HOMBRE ACABABA DE SALIR DE SU TRABAJO CUANDO UNOS CRIMINALES A BORDO DE UN PICOP SE LE ATRAVESARON EN E,,,,,,,,,,,,
12/12/22,Monday,103309,3473,1666,1807,841,1109,1649,99710,CAPTURAN A 7 MAREROS POR VIOLAR A MUJER Y MATAR A SU NOVIO UNA PAREJA ENTRA A UN PARQUEO Y ES SORPRENDIDA POR SUPUESTOS PANDILLE,,,,,,,,,,,,
12/13/22,Tuesday,88672,86118,77479,8561,838,1046,1654,85134,SE VISTEN DE POLICÃAS Y ASESINAN A MECÃNICOS. CÃMARAS DE SEGURIDAD DE TALLER REVELAN QUE HOMBRES CON UNIFORMES DE LA PNC MATAN A,,,,,,,,,,,,
12/14/22,Wednesday,92600,90045,76730,12822,838,1019,1658,89085,ARGENTINA VA A LA FINAL. UN GOL DE MESSI Y DOBLETE DE JULIÃN ÃLVAREZ LE DAN EL TRIUNFO A LA ALBICELESTE,,,,,,,,,,,,
12/15/22,Thursday,90755,88163,78308,9428,839,1060,1655,87201,CHOQUE DE GIGANTES.MBAPPÃ‰ Y MESSI SE CITAN EN LA GRAN FINAL DEL MUNDIAL ENTRE FRANCIA Y ARGENTINA DEL PRÃ“XIMO DOMINGO,,,,,,,,,,,,
12/16/22,Friday,90348,84619,76272,8128,839,992,1658,86859,"PESADILLA EN LA CASA DEL INFIERNO. LUEGO DE REMOVER EL PISO DE UNA VIVIENDA ABANDONADA EN LA ZONA 18, LAS AUTORIDADES LOCALIZARO",,,,,,,,,,,,
12/17/22,Saturday,89493,87357,78834,7920,839,994,1499,86161,"EL BARRIO DEL MIEDO. LA â€œBARRIO 18â€ SE APODERÃ“ DE LA COLONIA LOMAS DE SANTA FAZ Y LA CONVIRTIÃ“ EN TERRITORIO DE TORTURA, ASESINA",,,,,,,,,,,,
12/18/22,Sunday,91494,88498,78619,9288,839,992,1309,88354,ASESINADO EN CALLE DONDE DORMÃA DE NIÃ‘O. HOMBRE FUE ATACADO CUANDO IBA A ENTREGAR LA MANUTENCIÃ“N DE SUS HIJOS,,,,,,,,,,,,
12/19/22,Monday,104904,3478,1751,1727,839,1035,1653,101377,"EN LA CIMA DEL MUNDO. ARGENTINA, DE LA MANO DE LIONEL MESSI, SE CORONA CAMPEÃ“N ANTE FRANCIA",,,,,,,,,,,,
12/20/22,Tuesday,88851,86139,78285,7790,839,974,1652,85386,"FUEGO ARRASA CON 42 VIVIENDAS. INCENDIO DESTRUYE RESIDENCIAS CONSTRUIDAS CON MADERA Y LÃMINA, MIENTRAS AFECTADOS BUSCAN SACAR AL",,,,,,,,,,,,
12/21/22,Wednesday,89618,86923,76707,9529,840,974,1651,86153,LA BAJADA DE LA MUERTE. PILOTO DE CISTERNA NO LOGRA FRENAR Y MUERE AL IMPACTAR A GRAN VELOCIDAD CONTRA VARIAS MOTOS Y VEHÃCULOS,,,,,,,,,,,,
12/22/22,Thursday,88983,86391,77543,8434,840,1010,1645,85488,"PELEAN A BALAZOS POR DROGA EN AVION. TRAFICANTES ATERRIZAN EN LA PLAYA Y AL SER DESCUBIERTOS, SE ENFRENTAN A AUTORIDADES. ABANDO",,,,,,,,,,,,
12/23/22,Friday,90416,85168,75133,9723,839,970,1633,86974,313 MUERTOS ENTERRADOS EN EL OLVIDO. 211 ADULTOS Y 102 NIÃ‘OS QUE MURIERON DE DIVERSAS FORMAS FUERON SEPULTADOS ESTE AÃ‘O COMO â€œXX,,,,,,,,,,,,
12/24/22,Saturday,85417,83275,74779,8293,839,972,1387,82219,Â¡HOY NACE! Â¡NACE EL REY! Â¡DE RODILLAS! NOS DIO A SU HIJO,,,,,,,,,,,,
12/25/22,Sunday,,,,,,,,,,,,,,,,,,,,,
12/26/22,Monday,95379,92827,81382,11129,839,1013,1587,91940,ACCIDENTE MORTAL. LA MAÃ‘ANA DE NAVIDAD INICIÃ“ CON UN CHOQUE ENTRE TRES VEHÃCULOS QUE DEJÃ“ A UNA ENFERMERA FALLECIDA,,,,,,,,,,,,
12/27/22,Tuesday,85847,83286,74408,8743,839,967,1607,82434,"MÃS DE 300 ACCIDENTES EN TRES DÃAS. EXCESO DE VELOCIDAD Y CONDUCIR BAJO EFECTOS DE LICOR, PRINCIPALES CAUSAS DE LOS PERCANCES EN",,,,,,,,,,,,
12/28/22,Wednesday,86459,83901,71497,11678,840,969,1594,83056,"ENCONTRONAZO MORTAL. EL GANADERO MARLON PINEDA VIAJABA EN SU CARRO BLINDADO Y FUE EMBESTIDO POR UN TRÃILER, CUYO CHOFER ESCAPÃ“",,,,,,,,,,,,
12/29/22,Thursday,87149,84598,75270,8913,840,1010,1592,83707,ESTADOS UNIDOS PIDE SU CAPTURA. DOS ALCALDES Y DOS DIPUTADOS SON VINCULADOS AL NARCOTRÃFICO Y POR ESO EL MINISTERIO PÃšBLICO SOLI,,,,,,,,,,,,
12/30/22,Friday,90783,86024,78595,7376,841,970,1590,87382,"HASTA SIEMPRE, ""O REI"". EL BRASILEÃ‘O PELÃ‰, CAMPEÃ“N DEL MUNDO EN 1958, 1962 Y 1970, CONSIDERADO POR MUCHOS EL MEJOR FUTBOLISTA DE",,,,,,,,,,,,
12/31/22,Saturday,82294,80201,76593,3608,841,972,1354,79127,Â¡AMANECE EN 2023! SIEMBRA TU ESFUERZO COSECHA TUS TRIUNFOS,,,,,,,,,,,,
1/2/23,Monday,87908,85330,69697,14843,846,1011,1475,84576,"""EN EL MAR LA VIDA ES MÃS SABROSA"" DECENAS DE VIAJEROS SE MOVILIZARON A LAS PLAYAS DEL PAÃS PARA RECIBIR EL AÃ‘O 2023",,,,,,,,,,,,
1/3/23,Tuesday,83431,80870,73478,7272,846,967,1583,80035,CIUDAD PERONIA LLORA LA MUERTE DE GÃ‰NESIS. TRES HERMANOS SON LOS PRESUNTOS RESPONSABLES DEL ASESINATO DE NIÃ‘A DE 7 AÃ‘OS,,,,,,,,,,,,
1/4/23,Wednesday,85149,82560,72616,9303,850,969,1605,81725,MASIVA DESPEDIDA A GÃ‰NESIS. LA COMUNIDAD DE CIUDAD PERONIA ACUDIÃ“ AL FUNERAL DE LA NIÃ‘A. TRES DE LOS SEÃ‘ALADOS DE ASESINARLA ING,,,,,,,,,,,,
1/5/23,Thursday,88415,85831,75451,9652,849,1010,1619,84937,"CHOCA CON BUFALO Y MUERE. HOMBRE IMPACTA SU MOTO CONTRA EL ANIMAL, QUE CAMINABA EN LA CARRETERA",,,,,,,,,,,,
1/6/23,Friday,87865,82670,74257,8306,849,967,1623,84426,"CAPTURA DE HIJO DEL CHAPO DESATA LA GUERRA. CÃ“MPLICES DE OVIDIO GUZMÃN RESPONDEN CON TIROS, BLOQUEOS Y DAÃ‘OS EN SINALOA, MÃ‰XICO",,,,,,,,,,,,
1/7/23,Saturday,88391,86243,77969,8063,850,969,1481,85091,"29 MUERTOS Y 35 HERIDOS POR CAPTURA DE HIJO DEL ""CHAPO"" ENTRE LOS FALLECIDOS HAY UN CORONEL. ALERTA EN SAN MARCOS Y HUEHUETENANG",,,,,,,,,,,,
1/8/23,Sunday,88635,86565,76297,8934,850,972,1306,85507,"INCENDIO ARREBATA LA VIDA A ABUELO. OSCAR OCHOA DE 86 AÃ‘OS, QUEDÃ“ ATRAPADO POR LAS LLAMAS EN EL DORMITORIO VIVIA SOLO Y TRABAJAB",,,,,,,,,,,,
1/9/23,Monday,92843,90235,84447,5696,850,1010,1641,89342,"SE ENSAÃ‘AN CONTRA MUJERES. LAS DEJAN EN SU CAMA, A UNA ESTRANGULADA Y A OTRA DEGOLLADA, EN VILLA NUEVA Y CHIMALTENANGO. SOSPECHA",,,,,,,,,,,,
1/10/23,Tuesday,87809,85215,75488,9695,850,964,1649,84346,,,,,,,,,,,,,
1/11/23,Wednesday,86352,83745,78899,4846,851,966,1657,82878,"""CANCHE HEREDIA"" AMENAZABA A UNA MUJER. PNC BUSCA A HOMBRE QUE APUNTABA CON UN FUSIL HACIA POLICÃAS QUE LLEVABAN AL JUZGADO UNA",,,,,,,,,,,,
1/12/23,Thursday,87888,85281,69960,14753,851,1009,1658,84370,,,,,,,,,,,,,
1/13/23,Friday,85981,80384,71798,8398,852,969,1653,82507,510 ASALTOS A CASAS EN 2022. BANDAS CRIMINALES HAN EVOLUCIONADO Y AHORA SE DEDICAN AL SAQUEO DE VIVIENDAS,,,,,,,,,,,,
1/14/23,Saturday,85191,82961,74875,7935,852,971,1501,81867,"ENCUENTRAN MÃS RESTOS HUMANOS EN CASA DEL TERROR. EN UNA VIVIENDA DE SANTA FAZ, ZONA 18, HALLAN HUESOS. ANALIZARÃN SI SON DE LOS",,,,,,,,,,,,
1/15/23,Sunday,87226,85164,77302,7562,852,974,1317,84083,MÃS DE UN MILLÃ“N CIRCULARÃN. AUTORIDADES DE TRÃNSITO DEL DEPARTAMENTO DE GUATEMALA RECOMIENDAN SALIR MEDIA HORA ANTES A PARTIR D,,,,,,,,,,,,
